x,y
-5.0,25.8110152965337
-4.898989898989899,24.846666366492737
-4.797979797979798,22.192835665634362
-4.696969696969697,22.659922113781278
-4.595959595959596,22.284276900508864
-4.494949494949495,20.822163111600386
-4.393939393939394,20.010922144673877
-4.292929292929293,18.93799851262071
-4.191919191919192,18.35109835183325
-4.090909090909091,16.874117848748664
-3.9898989898989896,16.676912696970348
-3.888888888888889,14.000786271752572
-3.787878787878788,14.09782637137247
-3.686868686868687,12.722454804738703
-3.5858585858585856,13.843927384948623
-3.484848484848485,11.650068698407704
-3.383838383838384,11.122907740925243
-3.282828282828283,11.054161861714459
-3.1818181818181817,9.487500093510251
-3.080808080808081,10.016521009048276
-2.9797979797979797,8.000202712840998
-2.878787878787879,8.482893070463879
-2.7777777777777777,7.019391069619819
-2.676767676767677,8.34940368975653
-2.5757575757575757,5.662742156077301
-2.474747474747475,5.889623834248134
-2.3737373737373737,5.921360272705192
-2.272727272727273,5.171796249814578
-2.1717171717171717,5.0073016299892465
-2.070707070707071,3.72625355796535
-1.9696969696969697,4.648387238191241
-1.868686868686869,3.308509103902911
-1.7676767676767677,3.6671246259004677
-1.6666666666666665,3.884675417985707
-1.5656565656565657,3.4749549712994874
-1.4646464646464645,2.4772447116834337
-1.3636363636363638,1.920290786167317
-1.2626262626262625,1.7881474479850716
-1.1616161616161618,1.183396938540661
-1.0606060606060606,0.023643803824325627
-0.9595959595959593,0.8010922732129062
-0.858585858585859,-0.4170326625010585
-0.7575757575757578,-0.5923965617056637
-0.6565656565656566,0.8280753597462349
-0.5555555555555554,-0.8062264105883818
-0.45454545454545503,-0.3022836518001647
-0.3535353535353538,0.7906187563083075
-0.2525252525252526,-1.113377763788088
-0.15151515151515138,0.7738280982666027
-0.050505050505050164,0.28751451841053666
0.050505050505050164,-0.7605974295972889
0.15151515151515138,0.43624415169356123
0.2525252525252526,-0.9121944348852762
0.3535353535353538,0.4625219508026165
0.45454545454545414,-0.38645729439056153
0.5555555555555554,1.0260693134227032
0.6565656565656566,1.4264139975832562
0.7575757575757578,0.6929085058426172
0.8585858585858581,1.7197191272362136
0.9595959595959593,0.7252319341864923
1.0606060606060606,0.3628389166531254
1.1616161616161618,2.007682426799607
1.262626262626262,0.5737363116829144
1.3636363636363633,2.763121980475633
1.4646464646464645,1.8026851204644476
1.5656565656565657,2.0133509453314735
1.666666666666667,3.0415783381974064
1.7676767676767673,3.120550622060979
1.8686868686868685,3.298565517552989
1.9696969696969697,3.9990730558930982
2.070707070707071,3.706065017905363
2.1717171717171713,5.084282135856846
2.2727272727272725,5.797428340844396
2.3737373737373737,6.1821904031492485
2.474747474747475,5.96394727133622
2.5757575757575752,5.507517491035664
2.6767676767676765,6.560661768441585
2.7777777777777777,6.872607805067369
2.878787878787879,8.685062944179636
2.9797979797979792,7.745017911045029
3.0808080808080813,10.671079174096567
3.1818181818181817,9.499171959458215
3.282828282828282,10.062984519643482
3.383838383838384,12.335521237463531
3.4848484848484844,11.067712439934718
3.5858585858585865,13.599519724549852
3.686868686868687,14.041844043180232
3.787878787878787,15.124530733369125
3.8888888888888893,14.464436473058862
3.9898989898989896,16.255264272990086
4.09090909090909,16.912995410614325
4.191919191919192,17.215321189794963
4.292929292929292,17.47562028935221
4.3939393939393945,18.822927810050174
4.494949494949495,20.90670857063837
4.595959595959595,20.522109201782992
4.696969696969697,23.00754596341903
4.797979797979798,21.930012539743505
4.8989898989899,24.35763138919888
5.0,24.98954937963451
